,PIece_ID,Phrase_number,Phrase_start,Phrase_stop,Rhyme_ID,Phrase_text,piece_id,Column10,Column11,Column12
251,DC0205,8,39,45,c,"Ha mon mary je ferois bien cela,",Un fin mary voyant sa chambriere,,,
252,DC0205,9,45,49,d,Et ma chambriere eut bien faict aultre chose.,Un fin mary voyant sa chambriere,,,
253,DC0206,1,1,3,a,"Ma mere veult que je file,",Ma mère veult que je file,,,
254,DC0206,2,3,11,b,Et si j'ay si grand mal au bra.,Ma mère veult que je file,,,
255,DC0206,3,1,3,a,"Ma coquile me fretille,",Ma mère veult que je file,,,
256,DC0206,4,3,12,b,J'aymerois mieulx faire cela.,Ma mère veult que je file,,,
257,DC0206,5,12,14,b,"L'aultre jour il m'advisa,",Ma mère veult que je file,,,
258,DC0206,6,14,17,c,D'apprendre une oeuvre à l'esguile. ,Ma mère veult que je file,,,
259,DC0206,7,17,26,c,"Trois point cousi tout d'une esguile,",Ma mère veult que je file,,,
260,DC0206,8,26,28,b,A la quatriesme elle ploya.,Ma mère veult que je file,,,
261,DC0206,9,29,31,,Ma mere veult que je file,Ma mère veult que je file,,,
262,DC0206,10,31,38,,Et si j'ay si grand mal au bra.,Ma mère veult que je file,,,
263,DC0207,1,1,6,a,"Joye, et santé, ma damoyselle,","Joye et santé, ma demoiselle",,,
264,DC0207,2,6,8,b,De la belle fille qu'avez faict.,"Joye et santé, ma demoiselle",,,
265,DC0207,3,8,11,a,"L’on en veit oncques de si belle,","Joye et santé, ma demoiselle",,,
266,DC0207,4,11,15,a,"Joye, et santé, madamoyselle ","Joye et santé, ma demoiselle",,,
267,DC0207,5,15,19,a,Blonde l'avez en beauté telle,"Joye et santé, ma demoiselle",,,
268,DC0207,6,19,21,b,Que le seigneur Dieu la parfaict.,"Joye et santé, ma demoiselle",,,
269,DC0207,7,21,26,a,"Joye, et santé, madamoyselle,","Joye et santé, ma demoiselle",,,
270,DC0207,8,26,34,b,De la belle fille qu'avez faict.,"Joye et santé, ma demoiselle",,,
271,DC0208,1,1,4,a,"Jouons beau jeu tout en riant,",Jouons beau jeu tout en riant,,,
272,DC0208,2,4,7,b,Et si faisons chere lie.,Jouons beau jeu tout en riant,,,
273,DC0208,3,8,11,a,Et si beuvons ce vin friant,Jouons beau jeu tout en riant,,,
274,DC0208,4,11,14,b,Laissant toute melancholie.,Jouons beau jeu tout en riant,,,
275,DC0208,5,14,19,c,Mais en beuvant soyons dehet,Jouons beau jeu tout en riant,,,
276,DC0208,6,19,23,d,"Chantant la chansonnette,",Jouons beau jeu tout en riant,,,
277,DC0208,7,23,24,c,Rossignolant comme un oyselet,Jouons beau jeu tout en riant,,,
278,DC0208,8,25,27,d,Gergonnant comme un sansonnet,Jouons beau jeu tout en riant,,,
279,DC0208,9,27,31,d,Disant par amourette:,Jouons beau jeu tout en riant,,,
280,DC0208,10,31,39,d,Jouons beau jeu en cortinette.,Jouons beau jeu tout en riant,,,
281,DC0209,1,1,11,a,"Dire me fault par desespoir contrainct,",Dire me fault par desespoir contrainct,,,
282,DC0209,2,11,17,b,Plustost adieu que tel mal endurer,Dire me fault par desespoir contrainct,,,
283,DC0209,3,16,27,b,"Car mon malheur ce pourroit empirer,",Dire me fault par desespoir contrainct,,,
284,DC0209,4,26,36,a,Pour la douleur qui vif à mort me poingt.,Dire me fault par desespoir contrainct,,,
285,DC0210,1,1,5,a,"Or my doint Dieu bonne adventure,",Or my doint Dieu bonne adventure,,,
286,DC0210,2,5,9,b,Et a tous loyaulx amoureux:,Or my doint Dieu bonne adventure,,,
287,DC0210,3,9,15,b,Car je m'en voys bien douloureulx,Or my doint Dieu bonne adventure,,,
288,DC0210,4,15,22,a,Le plus qu'oncques feust creature.,Or my doint Dieu bonne adventure,,,
289,DC0211,1,1,5,a,"Ho le meschant qui a ployé,",Ho le meschant qui a ployé,,,
290,DC0211,2,5,6,b,Et rebouché comme un mastin.,Ho le meschant qui a ployé,,,
291,DC0211,3,7,11,a,"Ho le vilain qui soit noyé,",Ho le meschant qui a ployé,,,
292,DC0211,4,11,12,b,"Le jouet de frère Martin,",Ho le meschant qui a ployé,,,
293,DC0211,5,12,14,b,"Qu'on n'en parle soir ne matin,",Ho le meschant qui a ployé,,,
294,DC0211,6,14,17,c,C'est faict il est devenu rosse.,Ho le meschant qui a ployé,,,
295,DC0211,7,17,22,b,Et ne vault plus en bon latin,Ho le meschant qui a ployé,,,
296,DC0211,8,20,28,c,Qu'à servir L'abbesse de crosse.,Ho le meschant qui a ployé,,,
297,DC0212,1,1,7,a,"Au feu d'amour, qui ne se peult estaindre,",Au feu d'amour qui ne se peult estaindre,,,
298,DC0212,2,6,14,b,"Brusle mon coeur quasi mort estandu,",Au feu d'amour qui ne se peult estaindre,,,
299,DC0212,3,1,7,a,"Et n'ha moyen touteffois de se plaindre,",Au feu d'amour qui ne se peult estaindre,,,
300,DC0212,4,6,14,b,Ayant le bien tel qu'il a pretendu.,Au feu d'amour qui ne se peult estaindre,,,
301,DC0212,5,16,21,b,"Helas Amour, quand ton arc fust tendu,",Au feu d'amour qui ne se peult estaindre,,,
302,DC0212,6,21,27,c,"Mieulx eust vallu que du coup fusse morte,",Au feu d'amour qui ne se peult estaindre,,,
303,DC0212,7,27,34,b,"Au feu ardant, un peu d'eau respandu,",Au feu d'amour qui ne se peult estaindre,,,
304,DC0212,8,33,43,c,N'estaint le feu  mais rend chaleur plus forte.,Au feu d'amour qui ne se peult estaindre,,,
305,DC0213,1,1,4,a,"Cupido pour ses appetitz,",Cupido pour ses appetitz vers des mouches alla,,,
306,DC0213,2,4,7,b,Vers des mouches à miel alla.,Cupido pour ses appetitz vers des mouches alla,,,
307,DC0213,3,7,10,a,"Qui cuydoit oyselletz petits,",Cupido pour ses appetitz vers des mouches alla,,,
308,DC0213,4,9,14,b,Et moult entour d'elles volla.,Cupido pour ses appetitz vers des mouches alla,,,
309,DC0213,5,14,20,b,"D'elles est mors il crye hala,",Cupido pour ses appetitz vers des mouches alla,,,
310,DC0213,6,20,24,c,"Sa mere entend dont vient la plainte,",Cupido pour ses appetitz vers des mouches alla,,,
311,DC0213,7,25,28,b,"Sa mignard dit elle voila,",Cupido pour ses appetitz vers des mouches alla,,,
312,DC0213,8,28,32,c,Vous faictes bien de pire attaincte.,Cupido pour ses appetitz vers des mouches alla,,,
313,DC0214,1,1,4,a,"Puis que malheur me tient rigueur,",Puis que malheur me tient rigueur,,,
314,DC0214,2,5,9,b,"Et seul sçavez mon indigence,",Puis que malheur me tient rigueur,,,
315,DC0214,3,1,4,a,"Pour donner ordre à ma langueur,",Puis que malheur me tient rigueur,,,
316,DC0214,4,5,9,b,Secourez moy en diligence.,Puis que malheur me tient rigueur,,,
317,DC0214,5,10,15,b,Helas ayez intelligence,Puis que malheur me tient rigueur,,,
318,DC0214,6,15,19,c,Du mal que j'ay par amytié.,Puis que malheur me tient rigueur,,,
319,DC0214,7,20,23,b,"Un patient prent allegeance,",Puis que malheur me tient rigueur,,,
320,DC0214,8,24,28,c,Quand son amy en a pitié.,Puis que malheur me tient rigueur,,,
321,DC0215,1,1,4,a,"Dieu doint le bon jour à m'amye,",Dieu doinct le bon jour à m'amye,,,
322,DC0215,2,3,7,b,"Que ne veis puis hier au soir,",Dieu doinct le bon jour à m'amye,,,
323,DC0215,3,7,10,a,"Or ne soyez plus endormye,",Dieu doinct le bon jour à m'amye,,,
324,DC0215,4,9,14,b,"C'est vostre amy qui vous vient voir,",Dieu doinct le bon jour à m'amye,,,
325,DC0215,5,14,18,b,"Voyez comme il faict son devoir,",Dieu doinct le bon jour à m'amye,,,
326,DC0215,6,17,21,c,"Pour vous faire son coeur congnoistre,",Dieu doinct le bon jour à m'amye,,,
327,DC0215,7,21,24,b,S'il avoit autant de pouvoir,Dieu doinct le bon jour à m'amye,,,
328,DC0215,8,24,33,c,Sur tous voirriez son feu paroistre.,Dieu doinct le bon jour à m'amye,,,
329,DC0216,1,1,5,a,"Allons aux champs sur la verdure,",Allons aux champs sur la verdure,,,
330,DC0216,2,4,12,b,Passer le temps joyeusement.,Allons aux champs sur la verdure,,,
331,DC0216,3,1,5,a,Ce pendant que le beau temps dure,Allons aux champs sur la verdure,,,
332,DC0216,4,4,12,b,Il n'est que vivre plaisamment.,Allons aux champs sur la verdure,,,
333,DC0216,5,13,18,b,"Allons y doncq hastivement,",Allons aux champs sur la verdure,,,
334,DC0216,6,18,23,c,"Allons chanter, gaudir, et rire,",Allons aux champs sur la verdure,,,
335,DC0216,7,23,26,b,"Myeulx vault s'esbatre gayement,",Allons aux champs sur la verdure,,,
336,DC0216,8,26,37,c,Qu'employer sa langue à mesdire.,Allons aux champs sur la verdure,,,
337,DC0217,1,1,6,a,"Ce friant oeil qui tousjours estincelle,",Ce friant oeil qui toujours estincelle,,,
338,DC0217,2,6,11,b,Et de costé à demy nous regarde.,Ce friant oeil qui toujours estincelle,,,
339,DC0217,3,1,6,a,"Un dard bruslant secretement nous celle,",Ce friant oeil qui toujours estincelle,,,
340,DC0217,4,6,12,b,Du quel noz coeurs à l'impourveu il darde.,Ce friant oeil qui toujours estincelle,,,
341,DC0217,5,13,17,b,"Plus on se tient contre lui sur sa garde,",Ce friant oeil qui toujours estincelle,,,
342,DC0217,6,16,26,c,"Plus il penettre, et plus fort il martyre:",Ce friant oeil qui toujours estincelle,,,
343,DC0217,7,25,32,c,"Mais si un coup son regard il retire,",Ce friant oeil qui toujours estincelle,,,
344,DC0217,8,33,39,d,"Au coeur navré mort langoureuse est seure,",Ce friant oeil qui toujours estincelle,,,
345,DC0217,9,39,43,c,Car il peult bien du mesme dard qu'il tyre,Ce friant oeil qui toujours estincelle,,,
346,DC0217,10,43,63,d,"Blesser à mort, et guarir la blessure.",Ce friant oeil qui toujours estincelle,,,
347,DC0218,1,1,5,a,"Je souffre passion D'une amour forte,",Je souffre passion/ D'une amour forte,,,
348,DC0218,2,5,11,a,Mais mon affection Me reconforte.,Je souffre passion/ D'une amour forte,,,
349,DC0218,3,1,5,b,"Amour par son pouvoir Mon coeur tourmente,",Je souffre passion/ D'une amour forte,,,
350,DC0218,4,5,11,b,"De jouir j'ay espoir, Qui me contente.",Je souffre passion/ D'une amour forte,,,
351,DC0218,5,12,16,b,"L'envie sans pitié Toujours nuysante,",Je souffre passion/ D'une amour forte,,,
352,DC0218,6,16,21,b,Veult rompre l'amityé Mais elle augmente.,Je souffre passion/ D'une amour forte,,,
353,DC0218,7,22,26,c,Ceux qui ont faict effort A la destruire,Je souffre passion/ D'une amour forte,,,
354,DC0218,8,27,31,c,"L'ont fait croistre plus fort Luy voulant nuyre,",Je souffre passion/ D'une amour forte,,,
355,DC0218,9,31,34,d,"Parquoy le mesdisant Se peult bien taire,",Je souffre passion/ D'une amour forte,,,
356,DC0218,10,34,38,d,Car il est suffisant Pour la deffaire.,Je souffre passion/ D'une amour forte,,,
357,DC0218,11,38,43,e,Je souffre passion D'une amour forte.,Je souffre passion/ D'une amour forte,,,
358,DC0218,12,43,49,e,Mais mon affection Me reconforte.,Je souffre passion/ D'une amour forte,,,
359,DC0219,1,1,4,a,"Si pour t'avoir tant loyaument,",Si pour t'avoir tant loyaument aymée,,,
360,DC0219,2,4,7,b,"Aymée de faict, et pencée.",Si pour t'avoir tant loyaument aymée,,,
361,DC0219,3,1,4,a,"Tu as de douleur, et tourment,",Si pour t'avoir tant loyaument aymée,,,
362,DC0219,4,4,7,b,Mon amitié recompencée.,Si pour t'avoir tant loyaument aymée,,,
363,DC0219,5,8,11,b,"Doibz je mauldire la journée,",Si pour t'avoir tant loyaument aymée,,,
364,DC0219,6,12,15,c,"Que commença nostre amytié,",Si pour t'avoir tant loyaument aymée,,,
365,DC0219,7,16,19,b,"Ou t'appeller infortunée,",Si pour t'avoir tant loyaument aymée,,,
366,DC0219,8,19,22,c,Digne de toute inimitié.,Si pour t'avoir tant loyaument aymée,,,
367,DC0220,1,1,6,a,"Qui souhaittez d'avoir tout le plaisir,",Qui souhaittez d'avoir tout le plaisir,,,
368,DC0220,2,6,10,b,"Qu'un amy peult vouloir honnestement,",Qui souhaittez d'avoir tout le plaisir,,,
369,DC0220,3,10,16,a,"Prenez exemple à mon chaste desir,",Qui souhaittez d'avoir tout le plaisir,,,
370,DC0220,4,16,20,b,Et vous mirez en mon contentement.,Qui souhaittez d'avoir tout le plaisir,,,
371,DC0220,5,20,23,b,"Mais qui vouldroit audacieusement,",Qui souhaittez d'avoir tout le plaisir,,,
372,DC0220,6,23,29,c,"Voller au ciel, ou mon amour se tient,",Qui souhaittez d'avoir tout le plaisir,,,
373,DC0220,7,29,34,b,"On luy diroit aymez humainement,",Qui souhaittez d'avoir tout le plaisir,,,
374,DC0220,8,34,46,c,"C'est au Soleil, que la Lune appartient.",Qui souhaittez d'avoir tout le plaisir,,,
375,DC0221,1,1,9,a,"Qu'est-il besoing cercher toutes les nuictz,",Qu'est-il besoing cercher toutes les nuictz,,,
376,DC0221,2,9,14,b,"Ce que l'on veult, et l'on ne peult avoir,",Qu'est-il besoing cercher toutes les nuictz,,,
377,DC0221,3,1,9,a,"Laisse moy plaindre en mes maulx, et ennuys",Qu'est-il besoing cercher toutes les nuictz,,,
378,DC0221,4,9,15,b,"Et ne me faictz ta rigueur percevoir,",Qu'est-il besoing cercher toutes les nuictz,,,
379,DC0221,5,15,21,b,"Est il possible helas, que puisse voir,",Qu'est-il besoing cercher toutes les nuictz,,,
380,DC0221,6,21,26,c,"Un coeur souffrir pour toy si grand martyre,",Qu'est-il besoing cercher toutes les nuictz,,,
381,DC0221,7,26,30,b,"Sans du remede aultrement le pourvoir,",Qu'est-il besoing cercher toutes les nuictz,,,
382,DC0221,8,30,37,c,Ton long tarder par trop mon mal empire.,Qu'est-il besoing cercher toutes les nuictz,,,
383,DC0222,1,1,5,a,Margot s'endormit sur un lict,Margot s'endormit sur un lict,,,
384,DC0222,2,2,8,b,"Une nuit toute descouverte,",Margot s'endormit sur un lict,,,
385,DC0222,3,7,13,a,Robin sans dire mot saillit,Margot s'endormit sur un lict,,,
386,DC0222,4,12,16,b,"Sur le lit, et la recouverte:",Margot s'endormit sur un lict,,,
387,DC0222,5,17,20,b,"Il trouva sa lanterne ouverte,",Margot s'endormit sur un lict,,,
388,DC0222,6,19,22,c,"Mist sa chandelle au plus perfond,",Margot s'endormit sur un lict,,,
389,DC0222,7,22,27,c,Robin ta chandelle se fond,Margot s'endormit sur un lict,,,
390,DC0222,8,27,31,d,"Non faict dist il, c'est une goutte,",Margot s'endormit sur un lict,,,
391,DC0222,9,31,35,d,"En l'allumant elle degoutte,",Margot s'endormit sur un lict,,,
392,DC0222,10,35,38,e,Qui faict ta chandelle fumer.,Margot s'endormit sur un lict,,,
393,DC0222,11,37,40,e,Vien Robin quant on ne voit goutte,Margot s'endormit sur un lict,,,
394,DC0222,12,40,45,f,Souvent ta chandelle allumer.,Margot s'endormit sur un lict,,,
395,DC0223,1,1,9,a,"La terre, l'eau, l'air, le feu, et les cieulx,","La terre, l'eau, l'air, le feu et les cieulx",,,
396,DC0223,2,9,18,b,"Tous les espritz, et supreme archetippe,","La terre, l'eau, l'air, le feu et les cieulx",,,
397,DC0223,3,16,25,a,"Font nuict, et jour un accord gracieulx,","La terre, l'eau, l'air, le feu et les cieulx",,,
398,DC0223,4,22,30,b,Que tout discord son contraire dissipe.,"La terre, l'eau, l'air, le feu et les cieulx",,,
399,DC0223,5,29,37,b,"De tel accord, est ce livre le type,","La terre, l'eau, l'air, le feu et les cieulx",,,
400,DC0223,6,33,41,c,"Car l'Univers au dedans, et dehors,","La terre, l'eau, l'air, le feu et les cieulx",,,
401,DC0223,7,37,41,c,"Tous les esprits ensemble tous les corps,","La terre, l'eau, l'air, le feu et les cieulx",,,
402,DC0223,8,41,45,d,"Sont composez par certaine harmonie,","La terre, l'eau, l'air, le feu et les cieulx",,,
403,DC0223,9,45,52,c,"Aussi les voix, par chansons et accordz,","La terre, l'eau, l'air, le feu et les cieulx",,,
404,DC0223,10,50,60,d,Sont comme l'umbre à l'Univers unie.,"La terre, l'eau, l'air, le feu et les cieulx",,,
405,DC0224,1,1,6,a,"Sur la verdure du pré florissant,","Sur la verdure du pré florissant, m'amye ouy",,,
406,DC0224,2,6,14,b,"M'amye ouy chanter, dancer, et rire.","Sur la verdure du pré florissant, m'amye ouy",,,
407,DC0224,3,14,18,b,"O quel douleur sentit, o quel martire,","Sur la verdure du pré florissant, m'amye ouy",,,
408,DC0224,4,18,23,a,Quant vis qu'aultre d'elle estoit jouyssant.,"Sur la verdure du pré florissant, m'amye ouy",,,
409,DC0224,5,24,25,c,Sur la verdure.,"Sur la verdure du pré florissant, m'amye ouy",,,
410,DC0225,1,1,3,a,Un forgeron aussi vieulx que le temps,Un forgeron aussi vieulx que le temps,,,
411,DC0225,2,3,8,b,Prioit d'amours un jour sa damoiselle,Un forgeron aussi vieulx que le temps,,,
412,DC0225,3,1,3,a,Et luy disoit ma dame je pretendz,Un forgeron aussi vieulx que le temps,,,
413,DC0225,4,3,9,b,Forger sur vous une piece tres belle,Un forgeron aussi vieulx que le temps,,,
414,DC0225,5,9,12,b,Elle respond qui point ne fut rebelle,Un forgeron aussi vieulx que le temps,,,
415,DC0225,6,12,18,c,"Que de sa part son devoir vouloit faire,",Un forgeron aussi vieulx que le temps,,,
416,DC0225,7,17,21,c,"Lors en forgeant ses marteaux vont deffaire,",Un forgeron aussi vieulx que le temps,,,
417,DC0225,8,21,26,d,"Et son congnet se ploya comme plume,",Un forgeron aussi vieulx que le temps,,,
418,DC0225,9,27,31,c,Puis ell’ a dit pour cest oeuvre parfaire,Un forgeron aussi vieulx que le temps,,,
419,DC0225,10,30,35,d,Aultre que vous que fault que batte l'enclume.,Un forgeron aussi vieulx que le temps,,,
420,DC0226,1,1,6,a,"Amour rempli de pitié, et de zelle,",Amour remply de pitié et de zelle,,,
421,DC0226,2,5,10,a,"D'amour mourant toucha la legière aesle,",Amour remply de pitié et de zelle,,,
422,DC0226,3,9,16,b,"En l'arrachant du corps trop tendre et beau,",Amour remply de pitié et de zelle,,,
423,DC0226,4,1,6,a,La trousse print et ses traictz avec elle ,Amour remply de pitié et de zelle,,,
424,DC0226,5,5,10,a,"L'arc impiteulx, et la corde cruelle,",Amour remply de pitié et de zelle,,,
425,DC0226,6,9,17,b,"Aussi l'espés, et ignorant bandeau,",Amour remply de pitié et de zelle,,,
426,DC0226,7,17,21,b,"Le tout il mist en un feu si nouveau,",Amour remply de pitié et de zelle,,,
427,DC0226,8,20,26,c,"Que leur chaleur il convertit en glace,",Amour remply de pitié et de zelle,,,
428,DC0226,9,23,31,b,"Sans oublier de venus le flambeau,",Amour remply de pitié et de zelle,,,
429,DC0226,10,29,39,c,Dont ce sainct feu toute memoire efface.,Amour remply de pitié et de zelle,,,
430,DC0301,1,1,4,a,"Maistre Lubin de sang rassis,",Maistre Lubin de sang rassis,,,
431,DC0301,2,3,9,b,"Dict un jour à la chambriere,",Maistre Lubin de sang rassis,,,
432,DC0301,3,6,11,a,"Vien ça tu as des enffans six,",Maistre Lubin de sang rassis,,,
433,DC0301,4,10,15,b,"Je te prix compte la manière,",Maistre Lubin de sang rassis,,,
434,DC0301,5,15,21,c,"S'il y en a faict en derriere,",Maistre Lubin de sang rassis,,,
435,DC0301,6,20,26,d,"Ne le celle, et me dictz vray ",Maistre Lubin de sang rassis,,,
436,DC0301,7,27,30,c,"Sans faulte dict la mesnagiere,",Maistre Lubin de sang rassis,,,
437,DC0301,8,30,33,e,"C'est votre façon par ma foy,",Maistre Lubin de sang rassis,,,
438,DC0301,9,33,36,e,Maistre Lubin dict je le croy,Maistre Lubin de sang rassis,,,
439,DC0301,10,34,42,f,En les faisant disois tout doulz,Maistre Lubin de sang rassis,,,
440,DC0301,11,42,48,e,"Maistre Lubin las serrez moy,",Maistre Lubin de sang rassis,,,
441,DC0301,12,48,51,f,Car ce que je fais est pour vous.,Maistre Lubin de sang rassis,,,
442,DC0302,1,1,8,a,"Sans avoir fait nul desplaisir,",Sans avoir faict nul desplaisir,,,
443,DC0302,2,7,16,b,"A celle que i'ayme le myeulx,",Sans avoir faict nul desplaisir,,,
444,DC0302,3,15,24,a,Je suis priué de mon desir,Sans avoir faict nul desplaisir,,,
445,DC0302,4,23,32,b,Par le pourchas des enuieux,Sans avoir faict nul desplaisir,,,
446,DC0302,5,30,44,b,Plus n'ay ce maintien gracieux,Sans avoir faict nul desplaisir,,,
447,DC0302,6,44,50,c,Dont ie sens au coeur telle oppresse,Sans avoir faict nul desplaisir,,,
